team;T.min.;ints;dur;gr_int;pos;neg
60;17;20;60;0;0;0
60;18;14;28;5;1;0
60;19;19;47;8;0;0
60;20;25;69;8;0;5
60;21;8;32;4;0;0
60;22;16;51;3;0;0
60;23;18;55;0;0;0
60;24;9;30;4;0;0
60;25;15;48;4;0;0
60;26;21;56;4;1;1
60;27;5;11;0;0;0
60;28;12;28;0;0;0
60;29;10;23;0;0;0
60;30;24;45;0;0;0
60;31;33;77;0;0;0
60;32;26;58;0;0;0
60;33;8;29;0;0;0
60;34;25;53;0;0;1
60;35;7;25;3;0;0
60;36;10;58;4;0;1
60;37;3;24;0;0;0
60;38;9;53;4;0;0
60;39;11;27;2;0;0
60;40;8;31;0;0;0
60;41;16;68;0;0;0
60;42;26;54;8;0;0
60;43;32;68;7;2;0
60;44;12;32;2;0;0
60;45;9;31;2;0;0
60;46;14;42;5;0;0
60;47;4;45;0;0;0
60;48;16;36;0;0;0
60;49;23;40;9;6;1
60;50;14;32;7;0;0
60;51;21;47;2;0;0
60;52;24;91;5;1;0
60;53;5;20;2;0;0
60;54;9;29;1;0;0
60;55;24;55;11;0;0
60;56;24;53;10;0;0
60;57;25;61;5;2;0
60;58;18;48;2;0;0
60;59;29;63;6;0;0
60;60;13;30;6;0;0
61;1;11;32;4;0;0
61;2;8;25;1;0;0
61;3;25;49;10;0;2
61;4;13;34;6;0;0
61;5;15;44;5;0;0
61;6;5;53;0;0;0
61;7;9;23;1;0;0
61;8;11;25;4;0;0
61;9;12;38;5;0;0
61;10;6;12;1;0;0
61;11;13;34;2;0;0
61;12;32;66;15;0;0
61;13;16;52;2;0;0
61;14;15;43;3;0;0
61;15;19;66;9;2;0
61;16;20;62;8;0;0
61;17;20;54;5;0;1
61;18;15;48;4;0;0
61;19;11;44;1;0;0
61;20;7;29;0;0;0
61;21;21;57;5;0;0
61;22;21;90;8;2;0
61;23;13;41;1;0;0
61;24;29;47;4;0;0
61;25;21;57;9;0;0
61;26;19;68;1;0;0
61;27;8;31;0;0;0
61;28;17;42;6;0;0
61;29;8;32;2;0;0
61;30;5;14;1;0;0
61;31;8;35;2;1;0
61;32;19;57;8;2;1
61;33;17;55;4;0;0
61;34;13;70;2;0;0
61;35;16;51;2;0;0
61;36;4;11;2;0;0
61;37;10;25;0;0;0
61;38;3;23;0;0;0
61;39;7;15;2;0;0
61;40;3;35;1;0;0
61;41;9;26;2;0;0
61;42;21;57;2;0;0
61;43;20;59;8;0;3
61;44;9;21;1;0;0
61;45;10;44;4;0;0
61;46;9;35;3;1;0
61;47;4;9;1;0;0
61;48;8;11;2;0;0
61;49;6;8;2;0;0
61;50;16;37;6;0;0
61;51;9;46;4;0;0
61;52;11;40;4;0;0
61;53;24;56;11;0;0
61;54;12;56;6;1;0
61;55;17;60;6;1;0
61;56;7;16;3;0;0
62;1;35;99;9;2;2
62;2;21;61;6;0;3
62;3;35;86;2;3;3
62;4;26;85;4;1;0
62;5;18;44;1;0;3
62;6;34;89;4;2;3
62;7;35;94;1;4;4
62;8;25;58;1;0;2
62;9;25;72;3;1;3
62;10;19;60;2;0;1
62;11;20;78;1;1;1
62;12;16;44;0;1;0
62;13;20;70;5;4;0
62;14;30;85;5;1;5
62;15;21;66;1;1;1
62;16;15;47;2;1;5
62;17;22;55;3;1;5
62;18;21;53;3;1;7
62;19;6;14;0;1;1
62;20;8;14;1;0;2
62;21;9;28;4;0;3
62;22;34;95;5;2;14
62;23;32;88;6;4;2
62;24;23;51;3;0;0
62;25;28;60;2;0;4
62;26;39;99;13;1;6
62;27;40;90;6;1;6
62;28;28;70;3;3;2
62;29;30;94;10;0;2
62;30;18;57;3;1;2
62;31;30;79;3;1;4
62;32;25;80;3;1;4
62;33;33;86;6;2;7
62;34;17;53;4;0;2
62;35;22;60;8;0;8
62;36;10;22;1;1;1
62;37;28;62;1;1;5
62;38;30;73;3;0;9
62;39;15;59;5;0;7
62;40;15;43;1;2;0
62;41;18;48;3;0;8
62;42;22;50;3;0;11
62;43;27;72;2;0;4
62;44;15;35;3;1;4
62;45;33;86;4;4;3
62;46;31;89;7;6;5
62;47;29;84;8;1;15
62;48;30;80;7;9;11
62;49;23;55;4;4;8
62;50;37;83;7;1;4
62;51;20;55;7;1;3
62;52;28;85;3;7;2
62;53;32;89;6;2;11
62;54;31;71;4;2;5
62;55;34;76;2;0;7
62;56;28;73;3;1;7
62;57;14;48;1;0;1
62;58;24;65;7;1;5
62;59;23;57;2;0;4
62;60;24;68;3;0;6
63;1;38;87;10;0;0
63;2;31;69;13;2;0
63;3;29;77;5;0;1
63;4;29;86;1;0;0
63;5;43;95;15;0;0
63;6;52;90;20;0;1
63;7;53;94;5;0;0
63;8;13;50;0;0;0
63;9;12;29;4;0;0
63;10;27;66;4;0;0
63;11;17;49;0;0;0
63;12;20;66;4;0;0
63;13;25;70;1;0;1
63;14;22;58;3;0;0
63;15;20;61;5;0;3
63;16;34;83;12;3;0
63;17;21;64;2;0;0
63;18;39;91;4;0;0
63;19;43;89;11;1;3
63;20;38;74;9;1;2
63;21;34;81;5;0;0
63;22;30;75;12;2;0
63;23;12;63;2;0;0
63;24;22;61;2;0;0
63;25;16;54;3;0;0
63;26;23;73;9;0;0
63;27;29;69;2;1;0
63;28;43;98;0;0;0
63;29;24;65;4;0;0
63;30;12;25;4;0;0
63;31;30;71;9;0;0
63;32;29;71;10;0;0
63;33;25;73;5;0;0
63;34;17;51;0;0;0
63;35;29;68;4;0;0
63;36;12;22;2;1;0
63;37;36;91;5;1;0
63;38;23;73;7;0;0
63;39;22;57;5;1;0
63;40;39;84;19;0;0
63;41;22;61;9;1;0
63;42;30;74;10;1;0
63;43;30;71;8;0;0
63;44;35;83;17;0;0
63;45;28;65;4;0;0
63;46;21;67;8;0;0
63;47;18;56;5;1;0
63;48;25;55;6;0;0
63;49;14;53;5;0;0
63;50;15;67;2;0;0
63;51;16;57;7;0;0
63;52;28;70;11;1;0
63;53;40;90;19;0;0
63;54;25;51;12;2;0
64;1;25;67;3;1;4
64;2;33;103;1;2;4
64;3;23;53;4;1;1
64;4;19;52;3;0;0
64;5;25;68;0;0;0
64;6;29;77;3;0;4
64;7;34;86;4;2;7
64;8;30;72;3;3;1
64;9;36;81;2;4;2
64;10;26;65;2;7;3
64;11;20;45;1;6;2
64;12;30;79;0;2;4
64;13;19;54;1;0;2
64;14;19;56;3;1;2
64;15;23;70;2;2;2
64;16;31;79;6;6;7
64;17;46;108;9;1;1
64;18;37;80;7;3;3
64;19;48;93;8;1;1
64;20;25;77;4;5;1
64;21;24;70;5;1;1
64;22;9;28;0;1;0
64;23;19;79;2;4;4
64;24;24;59;0;2;3
64;25;30;91;1;4;3
64;26;14;38;0;3;1
64;27;18;50;3;0;3
64;28;11;27;1;1;0
64;29;17;36;1;4;3
64;30;26;67;1;4;1
64;31;23;61;1;1;3
64;32;14;41;2;1;1
64;33;18;43;2;1;1
64;34;17;43;1;3;3
64;35;11;31;3;5;2
64;36;18;45;0;2;2
64;37;8;33;3;0;0
64;38;18;48;1;2;3
64;39;18;55;1;0;1
64;40;32;93;6;3;6
64;41;33;87;7;1;3
64;42;14;45;2;2;0
64;43;18;47;0;1;2
64;44;11;35;2;0;0
64;45;19;55;4;0;2
64;46;30;81;9;1;4
64;47;27;72;6;4;3
64;48;33;101;6;7;0
64;49;30;60;5;8;5
64;50;12;28;5;5;3
65;1;34;86;2;5;4
65;2;24;69;1;1;3
65;3;32;86;4;1;2
65;4;23;55;0;1;4
65;5;33;85;0;1;2
65;6;20;56;1;1;1
65;7;34;98;0;1;3
65;8;32;87;3;1;4
65;9;31;77;5;0;11
65;10;37;112;2;0;3
65;11;29;83;2;1;8
65;12;32;85;3;1;8
65;13;20;54;1;0;5
65;14;22;63;0;0;3
65;15;28;76;0;2;3
65;16;29;79;0;0;8
65;17;29;73;0;0;6
65;18;35;83;1;0;11
65;19;33;80;2;0;3
65;20;19;50;1;0;1
65;21;20;54;1;1;2
65;22;11;49;1;0;1
65;23;22;68;1;0;5
65;24;18;53;0;0;6
65;25;21;57;0;0;6
65;26;25;80;0;0;11
65;27;27;84;0;0;3
65;28;28;81;1;0;2
65;29;37;89;0;0;8
65;30;17;38;0;0;0
65;31;14;34;3;0;3
65;32;27;64;1;0;2
65;33;25;75;1;2;7
65;34;31;85;1;3;3
65;35;18;44;0;2;1
65;36;26;72;1;0;2
65;37;32;84;1;1;5
65;38;36;76;4;5;2
65;39;10;28;0;3;3
65;40;25;61;1;1;8
65;41;27;67;2;0;6
65;42;28;79;3;1;6
65;43;29;87;0;7;1
65;44;31;77;3;2;8
65;45;30;61;4;3;1
65;46;24;66;2;7;6
65;47;28;67;3;0;4
65;48;33;87;2;0;10
65;49;35;91;5;1;3
65;50;44;95;2;2;4
65;51;29;80;4;3;0
65;52;29;76;3;2;2
65;53;27;64;2;4;6
